time	DATEDIFF(DATE(time), '2007-12-31 00:00:00')	COUNT(*)
2008-07-15 10:28:44	197	4
2008-07-24 10:37:40	206	2
2008-07-25 10:08:15	207	1
2008-07-29 19:29:20	211	1
2008-07-30 11:43:01	212	1
2008-07-31 22:08:59	213	1
2008-08-02 14:20:57	215	1
2008-08-03 01:18:20	216	1
2008-08-05 15:37:25	218	2
2008-08-06 01:46:16	219	4
2008-08-26 23:32:47	239	1
2008-08-27 00:18:55	240	16
2008-08-28 00:42:32	241	55
2008-08-29 00:10:15	242	121
2008-08-30 00:04:18	243	105
2008-08-31 00:42:47	244	148
2008-09-01 00:07:35	245	149
2008-09-02 00:01:06	246	119
2008-09-03 00:24:54	247	103
2008-09-04 00:04:08	248	109
2008-09-05 00:10:49	249	58
2008-09-06 00:20:11	250	52
2008-09-07 00:14:45	251	50
2008-09-08 00:05:01	252	73
2008-09-09 00:02:36	253	43
2008-09-10 00:36:48	254	47
2008-09-11 07:46:31	255	47
2008-09-12 00:09:48	256	30
2008-09-13 00:05:46	257	46
2008-09-14 01:10:12	258	32
2008-09-15 00:40:37	259	41
2008-09-16 00:15:35	260	44
2008-09-17 00:01:13	261	53
2008-09-18 01:00:15	262	52
2008-09-19 00:01:29	263	45
2008-09-20 00:26:27	264	27
2008-09-21 00:34:57	265	40
2008-09-22 00:46:14	266	48
2008-09-23 02:52:48	267	22
2008-09-24 01:12:17	268	20
2008-09-25 00:00:46	269	33
2008-09-26 01:57:10	270	27
2008-09-27 01:45:57	271	17
2008-09-28 02:42:09	272	23
2008-09-29 03:18:22	273	25
2008-09-30 00:01:54	274	37
2008-10-01 00:07:51	275	32
2008-10-02 00:03:25	276	23
2008-10-03 00:43:33	277	23
2008-10-04 10:44:19	278	8
2008-10-05 02:04:51	279	22
2008-10-06 00:03:58	280	20
2008-10-07 00:16:43	281	27
2008-10-08 00:04:17	282	31
2008-10-09 08:59:38	283	26
2008-10-10 00:24:32	284	28
2008-10-11 00:43:58	285	12
2008-10-12 00:43:39	286	30
2008-10-13 00:43:09	287	34
2008-10-14 01:14:21	288	29
2008-10-15 00:22:07	289	7
2008-10-16 01:43:47	290	25
2008-10-17 00:36:13	291	11
2008-10-18 11:40:44	292	12
2008-10-19 01:18:18	293	11
2008-10-20 03:16:43	294	17
2008-10-21 00:37:32	295	22
2008-10-22 01:15:03	296	31
2008-10-23 00:10:08	297	36
2008-10-24 00:45:26	298	20
2008-10-25 00:07:33	299	13
2008-10-26 00:02:19	300	21
2008-10-27 01:26:29	301	15
2008-10-28 04:34:45	302	14
2008-10-29 09:12:28	303	22
2008-10-30 02:31:58	304	12
2008-10-31 02:24:27	305	6
2008-11-01 01:11:15	306	1
2008-11-02 00:20:00	307	14
2008-11-03 00:01:16	308	14
2008-11-04 00:05:33	309	13
2008-11-05 14:14:07	310	7
2008-11-06 00:02:35	311	7
2008-11-07 01:17:49	312	7
2008-11-08 14:16:12	313	7
2008-11-09 08:42:41	314	3
2008-11-10 15:06:55	315	6
2008-11-11 10:16:22	316	8
2008-11-12 01:08:23	317	7
2008-11-13 08:53:47	318	13
2008-11-14 13:11:40	319	13
2008-11-15 14:10:27	320	9
2008-11-16 01:09:50	321	9
2008-11-17 11:05:53	322	15
2008-11-18 02:45:19	323	8
2008-11-19 09:20:10	324	4
2008-11-20 00:02:51	325	10
2008-11-21 09:14:41	326	6
2008-11-26 01:35:53	331	1
2008-11-27 15:10:21	332	1
2008-11-29 18:12:14	334	1
2008-11-30 08:31:21	335	4
2008-12-01 03:27:32	336	12
2008-12-02 01:21:23	337	16
2008-12-03 00:19:32	338	16
2008-12-04 00:25:24	339	14
2008-12-05 00:08:57	340	7
2008-12-06 14:10:55	341	4
2008-12-07 14:51:51	342	4
2008-12-08 02:32:55	343	4
2008-12-09 12:16:33	344	3
2008-12-10 15:41:50	345	8
2008-12-11 01:31:12	346	5
2008-12-12 05:30:32	347	5
2008-12-13 01:20:59	348	5
2008-12-14 09:56:26	349	5
2008-12-15 13:36:08	350	1
2008-12-16 03:17:57	351	5
2008-12-17 12:55:17	352	1
2008-12-18 08:25:54	353	1
2009-01-18 21:59:51	384	1
2009-01-19 12:32:21	385	4
2009-01-20 09:23:42	386	34
2009-01-21 00:17:36	387	28
2009-01-22 09:44:01	388	12
2009-01-23 01:36:31	389	13
2009-01-24 15:51:22	390	3
2009-01-25 00:16:38	391	23
2009-01-26 00:45:19	392	10
2009-01-27 00:54:46	393	16
2009-01-28 00:29:29	394	11
2009-01-29 00:33:42	395	8
2009-01-30 11:45:29	396	5
2009-01-31 10:33:44	397	14
2009-02-01 15:23:41	398	2
2009-02-02 00:11:11	399	12
2009-02-03 13:36:40	400	6
2009-02-04 09:05:43	401	9
2009-02-05 00:00:06	402	15
2009-02-06 11:34:48	403	9
2009-02-07 18:41:17	404	2
2009-02-08 02:16:22	405	14
2009-02-09 12:37:44	406	6
2009-02-10 05:28:37	407	9
2009-02-11 00:30:47	408	3
2009-02-12 01:20:29	409	10
2009-02-13 12:27:59	410	4
2009-02-14 13:14:09	411	1
2009-02-15 15:08:10	412	3
2009-02-16 11:17:49	413	7
2009-02-17 00:19:17	414	14
2009-02-18 09:11:02	415	9
2009-02-19 00:39:52	416	8
2009-02-20 00:10:19	417	4
2009-02-21 11:30:53	418	5
2009-02-22 22:43:31	419	4
2009-02-23 14:17:44	420	11
2009-02-24 00:10:26	421	9
2009-02-25 00:34:46	422	8
2009-02-26 00:44:00	423	8
2009-02-27 17:06:04	424	1
2009-03-01 10:28:32	426	3
2009-03-02 09:45:35	427	7
2009-03-03 12:59:58	428	3
2009-03-04 11:21:11	429	12
2009-03-05 00:06:43	430	4
2009-03-06 12:59:37	431	4
2009-03-07 00:15:12	432	3
2009-03-08 14:07:24	433	9
2009-03-09 11:57:21	434	7
2009-03-10 17:23:09	435	2
2009-03-11 00:13:56	436	3
2009-03-12 23:21:36	437	1
2009-03-13 13:08:37	438	2
2009-03-14 15:10:15	439	1
2009-03-15 13:03:48	440	1
2009-03-17 20:44:09	442	1
2009-03-22 13:43:09	447	1
2009-03-23 09:30:32	448	9
2009-03-24 08:58:18	449	12
2009-03-25 03:30:58	450	3
2009-03-26 13:58:02	451	4
2009-03-27 02:13:11	452	2
2009-03-28 12:39:33	453	3
2009-03-29 12:21:52	454	4
2009-03-30 22:47:22	455	1
2009-03-31 09:37:17	456	3
2009-04-01 18:50:22	457	30
2009-04-02 13:50:29	458	4
2009-04-03 15:31:05	459	1
2009-04-04 14:49:37	460	2
2009-04-05 07:27:18	461	4
2009-04-06 01:29:57	462	4
